"Id";"ScreenName";"Description";"Name";"FollowersCount";"Protected";"Verified";"GeoEnabled";"StatusesCount";"FriendsCount";"Language";"ModificationTimestamp"
662473;"attila";"";"";0;"0";"";"";0;0;"";"2015-02-16 21:48:53"
662533;"garazi";"";"Greg R";0;"0";"";"";0;0;"";"2015-02-05 22:32:06"
662693;"6";"";"?. Adrian Lamo";0;"0";"";"";0;0;"";"2015-02-05 18:13:34"
662763;"TDefren";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:34:39"
662773;"dweekly";"";"";0;"0";"";"";0;0;"";"2015-02-04 04:40:29"
662983;"zenmaster";"";"zenmaster";0;"0";"";"";0;0;"";"2015-02-04 16:55:09"
663633;"lemonad";"";"Jonas Nockert";0;"0";"";"";0;0;"";"2015-02-06 01:39:35"
663673;"bnewman01";"";"Brian Newman";0;"0";"";"";0;0;"";"2015-02-05 16:31:34"
663963;"LighterFootstep";"";"";0;"0";"";"";0;0;"";"2015-02-06 00:55:55"
663993;"11";"";"Stephen";0;"0";"";"";0;0;"";"2015-02-04 20:47:37"
664083;"eug";"";"";0;"0";"";"";0;0;"";"2015-03-04 09:27:39"
665503;"Fontblog";"";"";0;"0";"";"";0;0;"";"2015-02-16 15:09:36"
666043;"danielpunkass";"";"";0;"0";"";"";0;0;"";"2015-02-05 11:26:31"
666073;"trammell";"";"";0;"0";"";"";0;0;"";"2015-02-11 15:09:13"
666163;"CONAN";"";"ob";0;"0";"";"";0;0;"";"2015-02-04 03:46:53"
666913;"c4chaos";"";"~C4Chaos";0;"0";"";"";0;0;"";"2015-02-06 23:05:45"
667003;"Mercy";"";"L.J.";0;"0";"";"";0;0;"";"2015-02-05 11:24:18"
667163;"andyboyd";"";"Andy Boyd";0;"0";"";"";0;0;"";"2015-03-13 17:19:39"
667563;"SacramentoKings";"";"";0;"0";"";"";0;0;"";"2015-02-04 11:52:40"
668243;"dmoren";"";"Dan Moren";0;"0";"";"";0;0;"";"2015-03-12 14:27:14"
668273;"filip";"";"Filip Salomonsson";0;"0";"";"";0;0;"";"2015-02-09 03:38:05"
668283;"jennifermjones";"";"Jennifer Jones";0;"0";"";"";0;0;"";"2015-02-07 08:24:49"
668563;"kateo";"";"";0;"0";"";"";0;0;"";"2015-02-24 11:17:44"
668833;"nzeribe";"";"Ikem Nzeribe";0;"0";"";"";0;0;"";"2015-03-12 21:39:23"
669533;"zarzecks";"";"";0;"0";"";"";0;0;"";"2015-02-16 13:58:18"
670293;"IQXS";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:26:56"
671083;"lucasartoni";"";"";0;"0";"";"";0;0;"";"2015-02-06 22:51:13"
671103;"method";"";"method";0;"0";"";"";0;0;"";"2015-02-05 16:31:41"
671213;"Ryo";"";"Ryo";0;"0";"";"";0;0;"";"2015-02-06 18:33:34"
671653;"IanYorston";"";"";0;"0";"";"";0;0;"";"2015-02-06 23:46:28"
672493;"Tatanka";"";"Francisco";0;"0";"";"";0;0;"";"2015-02-15 04:36:34"
672823;"shewchuk";"";"Ryan Shewchuk";0;"0";"";"";0;0;"";"2015-03-05 19:54:05"
673153;"timlauer";"";"Tim Lauer";0;"0";"";"";0;0;"";"2015-03-17 20:42:14"
674413;"cre8d";"";"";0;"0";"";"";0;0;"";"2015-02-05 23:48:48"
675083;"blacksheep";"";"Danny";0;"0";"";"";0;0;"";"2015-03-09 09:17:00"
675163;"mistercharlie";"";"Charlie Sorrel";0;"0";"";"";0;0;"";"2015-02-06 01:31:40"
675563;"RickMacMerc";"";"";0;"0";"";"";0;0;"";"2015-02-11 14:49:34"
675573;"manny";"";"manny";0;"0";"";"";0;0;"";"2015-03-13 17:00:22"
675603;"garyg";"";"";0;"0";"";"";0;0;"";"2015-02-17 08:38:10"
675623;"barrymcgee";"";"Barry McGee";0;"0";"";"";0;0;"";"2015-02-06 19:20:20"
675793;"webmacster87";"";"Douglas Bell";0;"0";"";"";0;0;"";"2015-02-17 14:32:14"
676173;"skoops";"";"Adam";0;"0";"";"";0;0;"";"2015-02-14 23:12:15"
676203;"brettschulte";"";"Brett Schulte";0;"0";"";"";0;0;"";"2015-02-06 21:38:02"
676363;"brianleroux";"";"xno??? u???q";0;"0";"";"";0;0;"";"2015-03-12 19:11:41"
676573;"tobi";"";"";0;"0";"";"";0;0;"";"2015-03-02 04:11:41"
676663;"phi";"";"phi";0;"0";"";"";0;0;"";"2015-02-15 15:00:02"
677753;"jkozuch";"";"Justin Kozuch";0;"0";"";"";0;0;"";"2015-02-11 09:44:22"
678003;"markhjones";"";"Mark Jones";0;"0";"";"";0;0;"";"2015-03-12 21:56:19"
678033;"heathr";"";"";0;"0";"";"";0;0;"";"2015-02-09 02:26:42"
678083;"Lileks";"";"James Lileks";0;"0";"";"";0;0;"";"2015-02-06 15:35:19"
678403;"elemenous";"";"";0;"0";"";"";0;0;"";"2015-02-04 20:37:44"
678953;"TUAW";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:21:52"
679003;"williamedia";"";"William Addington";0;"0";"";"";0;0;"";"2015-02-04 09:40:20"
679173;"Alexa";"";"Alexa Scordato";0;"0";"";"";0;0;"";"2015-02-05 20:03:26"
679303;"ChrisSaad";"";"";0;"0";"";"";0;0;"";"2015-03-13 16:06:17"
679493;"MatthewLush";"";"";0;"0";"";"";0;0;"";"2015-03-12 22:08:22"
679763;"gluca";"";"";0;"0";"";"";0;0;"";"2015-02-08 02:51:38"
680433;"petitesphrases";"";"Petites Phrases";0;"0";"";"";0;0;"";"2015-02-15 06:49:03"
680663;"bbcone";"";"BBC ONE";0;"0";"";"";0;0;"";"2015-02-04 11:44:50"
680703;"saila";"";"";0;"0";"";"";0;0;"";"2015-02-06 23:51:56"
681473;"harrisj";"I am a Senior Software Architect and news hacker at the New York Times. Data scold. Personal account: @harrisj_self";"Jacob Harris";13700;"0";"1";"1";96321;443;"en";"2015-01-29 15:10:01"
681813;"avantgame";"";"";0;"0";"";"";0;0;"";"2015-02-15 06:17:15"
682003;"yonmei";"";"Yonmei";0;"0";"";"";0;0;"";"2015-03-05 03:55:59"
682153;"indy";"";"indy";0;"0";"";"";0;0;"";"2015-02-06 01:05:06"
682333;"Fausta";"";"";0;"0";"";"";0;0;"";"2015-03-05 06:20:22"
682463;"willsmith";"";"Will Smith";0;"0";"";"";0;0;"";"2015-03-13 16:17:27"
682593;"Homer";"";"Homer";0;"0";"";"";0;0;"";"2015-02-05 23:37:37"
682743;"TORDFC";"";"Red Dwarf Fan Club";0;"0";"";"";0;0;"";"2015-02-28 13:34:56"
682823;"atomicbird";"";"Tom Harrington";0;"0";"";"";0;0;"";"2015-02-10 06:50:16"
683113;"sarahintampa";"";"Sarah Perez";0;"0";"";"";0;0;"";"2015-02-05 16:55:07"
683233;"insideLV";"";"";0;"0";"";"";0;0;"";"2015-02-04 09:04:04"
683453;"svs";"";"Sam Sargeant";0;"0";"";"";0;0;"";"2015-02-06 17:11:12"
684073;"Richa";"";"Rich";0;"0";"";"";0;0;"";"2015-02-05 23:59:26"
684143;"josecastillo";"";"";0;"0";"";"";0;0;"";"2015-02-19 21:37:31"
684453;"Raman";"";"Raman";0;"0";"";"";0;0;"";"2015-02-06 18:05:20"
684583;"chocojun";"";"chocojun";0;"0";"";"";0;0;"";"2015-02-06 21:07:17"
684743;"stonemirror";"";"";0;"0";"";"";0;0;"";"2015-02-05 17:22:37"
684983;"mediatemple";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:34:42"
685513;"wordpress";"";"";0;"0";"";"";0;0;"";"2015-02-05 22:27:23"
685763;"joelhousman";"";"Joel Housman";0;"0";"";"";0;0;"";"2015-02-06 19:06:50"
685813;"michaeljosh";"";"Josh Villanueva";0;"0";"";"";0;0;"";"2015-02-05 14:20:43"
686493;"Dia";"";"Denise Cruz";0;"0";"";"";0;0;"";"2015-02-14 22:02:52"
686993;"noneck";"";"";0;"0";"";"";0;0;"";"2015-02-05 14:33:33"
687063;"r2d2";"";"R2-D2";0;"0";"";"";0;0;"";"2015-02-08 02:48:56"
688483;"jonsteinberg";"";"Jon Steinberg";0;"0";"";"";0;0;"";"2015-03-18 02:54:06"
688583;"coachella";"";"Coachella";0;"0";"";"";0;0;"";"2015-02-05 14:18:40"
689253;"MrGuilt";"";"";0;"0";"";"";0;0;"";"2015-02-09 03:54:49"
689273;"opendns";"";"";0;"0";"";"";0;0;"";"2015-02-05 19:55:19"
689423;"Withoutabox";"";"Withoutabox";0;"0";"";"";0;0;"";"2015-02-04 12:01:28"
690003;"jworthington";"";"";0;"0";"";"";0;0;"";"2015-02-06 19:15:02"
691043;"Stuart";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:13:21"
691353;"Joi";"";"Joi Ito";0;"0";"";"";0;0;"";"2015-02-04 11:16:50"
691593;"mjones";"";"Michael Jones";0;"0";"";"";0;0;"";"2015-02-04 03:15:20"
692023;"westcoastbill";"";"bill lee";0;"0";"";"";0;0;"";"2015-02-14 23:26:20"
693193;"taweili";"";"";0;"0";"";"";0;0;"";"2015-02-04 20:28:59"
693243;"woodss";"";"";0;"0";"";"";0;0;"";"2015-02-07 22:42:12"
693883;"wmacphail";"";"Wayne MacPhail";0;"0";"";"";0;0;"";"2015-02-06 19:14:30"
694563;"FullMtlPatriot";"";"";0;"0";"";"";0;0;"";"2015-02-05 16:16:38"
695083;"mito";"";"Mike";0;"0";"";"";0;0;"";"2015-02-06 00:54:34"
695603;"Sam1";"";"";0;"0";"";"";0;0;"";"2015-03-04 08:59:04"
695753;"ezekiel";"";"Luca Alagna";0;"0";"";"";0;0;"";"2015-02-11 13:31:37"
697163;"lazycoder";"";"";0;"0";"";"";0;0;"";"2015-02-05 11:40:52"
697223;"thedharmablues";"";"";0;"0";"";"";0;0;"";"2015-03-15 11:32:42"
697523;"RobBlatt";"";"Rob Blatt";0;"0";"";"";0;0;"";"2015-02-28 11:59:12"
698813;"Portnoy";"";"";0;"0";"";"";0;0;"";"2015-02-16 20:05:38"
698823;"zachscott";"";"";0;"0";"";"";0;0;"";"2015-02-06 01:37:54"
699293;"embee";"";"";0;"0";"";"";0;0;"";"2015-02-05 16:32:17"
699373;"yjsoon";"";"";0;"0";"";"";0;0;"";"2015-02-06 21:58:35"
699443;"corsairstw";"";"Tucker Weinmann";0;"0";"";"";0;0;"";"2015-02-04 16:00:57"
699963;"alipasha";"";"";0;"0";"";"";0;0;"";"2015-02-09 01:29:46"
700303;"marrije";"";"";0;"0";"";"";0;0;"";"2015-02-04 11:45:19"
700493;"davehodg";"";"";0;"0";"";"";0;0;"";"2015-03-15 20:08:44"
701203;"neave";"";"";0;"0";"";"";0;0;"";"2015-02-09 07:05:43"
702153;"BigD";"";"Dennis McGonagle";0;"0";"";"";0;0;"";"2015-02-07 03:31:23"
702413;"abt";"";"Aaron Tinling";0;"0";"";"";0;0;"";"2015-02-11 16:47:03"
702903;"Formanova";"";"";0;"0";"";"";0;0;"";"2015-02-09 12:14:44"
702993;"chernowa";"";"Adam Chernow";0;"0";"";"";0;0;"";"2015-02-28 11:40:51"
704543;"gyokusai";"";"";0;"0";"";"";0;0;"";"2015-02-06 18:35:49"
704803;"ks";"";"Kelly Suzanne";0;"0";"";"";0;0;"";"2015-02-18 04:43:33"
704863;"leralle";"";"";0;"0";"";"";0;0;"";"2015-03-08 03:03:48"
707023;"lethbridgenerd";"";"";0;"0";"";"";0;0;"";"2015-02-06 17:15:58"
707913;"Fender";"";"";0;"0";"";"";0;0;"";"2015-02-15 02:28:03"
708033;"far";"";"Huang-Lin Tseng";0;"0";"";"";0;0;"";"2015-02-04 19:39:56"
708473;"nin";"";"NiN";0;"0";"";"";0;0;"";"2015-02-06 00:49:12"
709063;"joeyellis";"";"";0;"0";"";"";0;0;"";"2015-02-07 12:47:25"
709233;"TheCoPresident";"";"";0;"0";"";"";0;0;"";"2015-03-01 20:20:36"
709313;"cfarivar";"";"Cyrus Farivar";0;"0";"";"";0;0;"";"2015-02-04 10:04:21"
709853;"IndieFlixCEO";"";"";0;"0";"";"";0;0;"";"2015-02-05 17:09:03"
709933;"chuise";"";"Kevin Jackson";0;"0";"";"";0;0;"";"2015-02-05 19:28:27"
711303;"steverubel";"";"Steve Rubel";0;"0";"";"";0;0;"";"2015-02-04 02:54:28"
711493;"kenn";"";"Kenn Ejima";0;"0";"";"";0;0;"";"2015-02-06 21:15:16"
711803;"Nico";"";"Nico Lumma";0;"0";"";"";0;0;"";"2015-02-26 04:44:33"
711963;"KeatonTech";"";"";0;"0";"";"";0;0;"";"2015-02-04 20:57:17"
712173;"digitalbear";"";"Kazuya Minami ??????";0;"0";"";"";0;0;"";"2015-02-07 12:19:57"
712263;"Jessi";"";"Jessi";0;"0";"";"";0;0;"";"2015-02-09 03:02:07"
712923;"skell";"";"Rob";0;"0";"";"";0;0;"";"2015-02-06 17:15:10"
713083;"DownloadSquad";"";"";0;"0";"";"";0;0;"";"2015-02-04 04:35:23"
713143;"chargers";"";"";0;"0";"";"";0;0;"";"2015-02-05 16:57:21"
713683;"willmcinnes";"";"Will McInnes";0;"0";"";"";0;0;"";"2015-02-04 03:18:34"
713973;"ITPRO";"";"";0;"0";"";"";0;0;"";"2015-02-06 22:33:22"
714023;"keyvan";"";"";0;"0";"";"";0;0;"";"2015-02-09 00:29:28"
714083;"macbrun";"";"AndyB";0;"0";"";"";0;0;"";"2015-03-13 21:23:22"
714333;"willmeyer";"";"Will Meyer";0;"0";"";"";0;0;"";"2015-02-11 08:39:57"
716163;"Ika";"";"Ilaria Parmigiani";0;"0";"";"";0;0;"";"2015-02-06 00:54:23"
716243;"Fenrir";"";"";0;"0";"";"";0;0;"";"2015-02-06 18:34:56"
716263;"Asher";"";"Asher";0;"0";"";"";0;0;"";"2015-02-17 06:52:37"
716443;"indo";"";"indo";0;"0";"";"";0;0;"";"2015-02-16 13:57:44"
717233;"pjhyett";"";"";0;"0";"";"";0;0;"";"2015-03-05 01:20:59"
717313;"arstechnica";"";"Ars Technica";0;"0";"";"";0;0;"";"2015-02-04 02:10:12"
717853;"siggidori";"";"";0;"0";"";"";0;0;"";"2015-03-04 10:39:20"
717893;"kwmr";"";"";0;"0";"";"";0;0;"";"2015-02-06 21:34:20"
717973;"ceejayoz";"";"C. Sternal-Johnson";0;"0";"";"";0;0;"";"2015-02-04 08:50:37"
718553;"progressions";"";"Isaac Priestley";0;"0";"";"";0;0;"";"2015-02-24 12:13:59"
718813;"adele";"";"Adele";0;"0";"";"";0;0;"";"2015-02-11 13:28:19"
718863;"Van";"";"Van";0;"0";"";"";0;0;"";"2015-02-05 18:26:14"
720703;"asjb";"";"";0;"0";"";"";0;0;"";"2015-02-06 19:08:42"
721683;"megavark";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:39:29"
722523;"chrispugh";"";"Chris Pugh";0;"0";"";"";0;0;"";"2015-02-04 03:53:59"
722563;"johnke";"";"";0;"0";"";"";0;0;"";"2015-03-13 21:26:28"
722623;"buzzjackson";"";"";0;"0";"";"";0;0;"";"2015-02-05 16:34:54"
722673;"omendoza";"";"";0;"0";"";"";0;0;"";"2015-02-05 11:09:06"
724093;"Jos";"";"Jose Vilches";0;"0";"";"";0;0;"";"2015-02-06 21:11:23"
724473;"labnol";"";"";0;"0";"";"";0;0;"";"2015-02-06 22:21:14"
724623;"CHi";"";"CHi";0;"0";"";"";0;0;"";"2015-02-06 01:50:38"
724783;"kirai";"";"";0;"0";"";"";0;0;"";"2015-02-25 05:39:13"
725213;"dlayphoto";"";"";0;"0";"";"";0;0;"";"2015-02-04 10:15:52"
726193;"monkeyrotica";"";"";0;"0";"";"";0;0;"";"2015-02-11 09:24:13"
726393;"iansherr";"";"";0;"0";"";"";0;0;"";"2015-02-17 00:51:45"
726493;"lawactually";"";"Law Actually";0;"0";"";"";0;0;"";"2015-02-04 08:56:33"
726503;"ti";"";"";0;"0";"";"";0;0;"";"2015-02-04 21:20:15"
727053;"fullfilth";"";"Faizal Rahman";0;"0";"";"";0;0;"";"2015-02-09 00:20:56"
727483;"johnsgunn";"";"";0;"0";"";"";0;0;"";"2015-02-05 23:50:20"
727603;"kylemaxwell";"";"";0;"0";"";"";0;0;"";"2015-02-09 00:56:56"
727843;"london";"";"London Dailey";0;"0";"";"";0;0;"";"2015-02-12 04:55:55"
728103;"MattC";"";"Matt Cooper";0;"0";"";"";0;0;"";"2015-02-06 21:09:32"
728373;"mayank";"";"";0;"0";"";"";0;0;"";"2015-02-06 17:54:08"
729433;"jboutelle";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:35:39"
729953;"He";"";"Alex";0;"0";"";"";0;0;"";"2015-02-05 14:29:41"
730073;"toddmundt";"";"Todd Mundt";0;"0";"";"";0;0;"";"2015-02-15 03:12:03"
730593;"aaronmentele";"";"aaron mentele";0;"0";"";"";0;0;"";"2015-02-11 09:02:00"
731033;"spot";"";"Scott Draves";0;"0";"";"";0;0;"";"2015-02-28 03:15:14"
731253;"miyagawa";"";"";0;"0";"";"";0;0;"";"2015-02-05 19:19:12"
731513;"fumiakiy";"";"Fumiaki Yoshimatsu";0;"0";"";"";0;0;"";"2015-02-11 10:46:45"
731573;"marilink";"";"Marilín Gonzalo";0;"0";"";"";0;0;"";"2015-02-05 23:14:18"
732073;"joeljohnson";"";"";0;"0";"";"";0;0;"";"2015-02-08 00:10:46"
732103;"am";"";"Amanda Morris";0;"0";"";"";0;0;"";"2015-02-05 11:16:31"
732163;"xgjames";"";"?? James";0;"0";"";"";0;0;"";"2015-02-06 23:23:19"
732413;"Persia";"";"Reza";0;"0";"";"";0;0;"";"2015-02-08 21:57:17"
732773;"dhowell";"";"";0;"0";"";"";0;0;"";"2015-02-06 18:01:16"
733483;"sha";"";"moitheensha";0;"0";"";"";0;0;"";"2015-02-05 13:55:21"
733813;"stevenf";"";"";0;"0";"";"";0;0;"";"2015-02-11 12:52:04"
734043;"pauljacobson";"";"";0;"0";"";"";0;0;"";"2015-03-04 09:03:20"
734493;"woot";"";"";0;"0";"";"";0;0;"";"2015-02-04 17:18:16"
734753;"Borat";"";"Borat Sagdiyev";0;"0";"";"";0;0;"";"2015-02-28 02:13:21"
735773;"genius";"";"Daniel Seripap";0;"0";"";"";0;0;"";"2015-03-12 14:21:34"
735803;"TFAW";"";"";0;"0";"";"";0;0;"";"2015-02-05 16:58:46"
735983;"gmc";"";"";0;"0";"";"";0;0;"";"2015-02-06 16:53:12"
736263;"aggieathletics";"";"Texas A&M Athletics";0;"0";"";"";0;0;"";"2015-02-06 00:09:19"
737073;"kayo";"";"kay o mitchell";0;"0";"";"";0;0;"";"2015-02-06 14:32:03"
737303;"Joyce";"";"Joyce Teng";0;"0";"";"";0;0;"";"2015-02-05 14:10:54"
738333;"lauranen";"";"";0;"0";"";"";0;0;"";"2015-02-25 07:10:12"
738693;"popurls";"";"";0;"0";"";"";0;0;"";"2015-02-06 01:10:59"
738933;"rodrigo";"";"";0;"0";"";"";0;0;"";"2015-03-04 17:16:39"
739293;"courosa";"";"";0;"0";"";"";0;0;"";"2015-02-04 15:45:16"
739743;"shareski";"";"";0;"0";"";"";0;0;"";"2015-02-04 21:20:32"
740203;"rex";"";"Rex Pechler";0;"0";"";"";0;0;"";"2015-02-14 22:23:38"
740343;"cogdog";"";"";0;"0";"";"";0;0;"";"2015-02-05 22:38:42"
740493;"randallb";"";"Randall Bennett";0;"0";"";"";0;0;"";"2015-03-04 11:10:36"
740623;"Monsanto";"";"Blaine Bradbury";0;"0";"";"";0;0;"";"2015-02-25 07:54:21"
740983;"loic";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:39:24"
741803;"znmeb";"";"";0;"0";"";"";0;0;"";"2015-02-04 02:19:08"
742143;"BBCWorld";"";"";0;"0";"";"";0;0;"";"2015-02-04 00:19:51"
742293;"quartertonality";"";"";0;"0";"";"";0;0;"";"2015-03-12 19:49:28"
742363;"korea";"";"korea";0;"0";"";"";0;0;"";"2015-02-05 13:52:06"
742433;"mmmmmrob";"";"";0;"0";"";"";0;0;"";"2015-03-18 18:06:24"
742563;"shah";"";"";0;"0";"";"";0;0;"";"2015-02-11 11:02:55"
742703;"Aria";"";"Aria R.";0;"0";"";"";0;0;"";"2015-02-06 01:10:10"
742773;"kate";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:04:26"
742883;"parkylondon";"";"";0;"0";"";"";0;0;"";"2015-02-04 14:57:46"
743313;"Luzdeluma";"";"Luma Rosa";0;"0";"";"";0;0;"";"2015-02-05 14:09:52"
743433;"onEnterFrame";"";"";0;"0";"";"";0;0;"";"2015-03-04 14:21:28"
743563;"at";"";"digital performer";0;"0";"";"";0;0;"";"2015-02-26 18:44:27"
743763;"socialmediaclub";"";"";0;"0";"";"";0;0;"";"2015-02-06 00:42:34"
744073;"ircpresident";"";"Mohamed ElGohary";0;"0";"";"";0;0;"";"2015-02-05 23:36:17"
744713;"davebriggs";"";"";0;"0";"";"";0;0;"";"2015-02-08 23:21:05"
745273;"naval";"";"";0;"0";"";"";0;0;"";"2015-02-04 04:02:06"
745373;"Asia";"";"Lani Castro";0;"0";"";"";0;0;"";"2015-02-05 13:52:06"
746323;"jeffpulver";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:33:46"
746743;"plesko";"";"Ryan Plesko";0;"0";"";"";0;0;"";"2015-02-04 09:46:08"
746783;"mikewalsh";"";"Mike Walsh";0;"0";"";"";0;0;"";"2015-02-27 04:44:03"
747083;"derekg";"";"";0;"0";"";"";0;0;"";"2015-02-05 19:40:01"
747813;"N5PRE";"";"";0;"0";"";"";0;0;"";"2015-02-24 20:11:02"
748993;"pompandclout";"";"Pomp&Clout";0;"0";"";"";0;0;"";"2015-02-06 19:44:08"
749253;"caitlin";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:22:49"
749583;"mrhinkle";"";"";0;"0";"";"";0;0;"";"2015-02-15 05:26:03"
749863;"hotdogsladies";"";"";0;"0";"";"";0;0;"";"2015-02-04 10:04:28"
749873;"conej";"";"cone johnson";0;"0";"";"";0;0;"";"2015-02-04 09:34:02"
749963;"pierre";"";"Pierre Omidyar";0;"0";"";"";0;0;"";"2015-02-11 11:03:01"
750033;"Sab";"";"Emily";0;"0";"";"";0;0;"";"2015-02-08 04:51:20"
750133;"adambetts";"";"";0;"0";"";"";0;0;"";"2015-02-07 00:14:44"
751743;"MaLek";"";"MaLek";0;"0";"";"";0;0;"";"2015-03-15 19:35:11"
752133;"webmink";"";"";0;"0";"";"";0;0;"";"2015-02-04 20:45:27"
752463;"pimenov";"";"";0;"0";"";"";0;0;"";"2015-02-06 18:02:49"
752673;"jeresig";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:54:30"
752743;"spin";"";"";0;"0";"";"";0;0;"";"2015-02-11 11:11:24"
752983;"fraggle35";"";"Kavan";0;"0";"";"";0;0;"";"2015-02-12 12:10:06"
753323;"bad";"";"bad";0;"0";"";"";0;0;"";"2015-02-28 11:31:26"
753623;"nAODI";"";"";0;"0";"";"";0;0;"";"2015-02-05 13:48:45"
753773;"pure";"";"Ellen chang";0;"0";"";"";0;0;"";"2015-02-05 16:23:53"
754053;"kunshou";"";"??";0;"0";"";"";0;0;"";"2015-02-11 09:18:25"
754273;"streetknowledge";"";"";0;"0";"";"";0;0;"";"2015-02-26 23:29:59"
754460;"ask";"";"Ask Bjørn Hansen";0;"0";"";"";0;0;"";"2015-02-25 14:36:31"
754485;"ProducerMatthew";"";"";0;"0";"";"";0;0;"";"2015-02-11 14:56:09"
754500;"cue";"";"Eddy cue";0;"0";"";"";0;0;"";"2015-03-12 20:31:38"
754511;"Warlach";"";"Warlach";0;"0";"";"";0;0;"";"2015-02-24 20:47:53"
754556;"cspenn";"";"Christopher Penn";0;"0";"";"";0;0;"";"2015-02-04 11:37:56"
754571;"goo";"";"Ben Debnam";0;"0";"";"";0;0;"";"2015-02-11 18:48:32"
754587;"tag";"";"";0;"0";"";"";0;0;"";"2015-02-14 22:46:38"
754640;"salchert";"";"Mike Salchert";0;"0";"";"";0;0;"";"2015-02-11 15:03:56"
754714;"peterjblack";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:26:47"
754727;"celsbels";"";"celsbels";0;"0";"";"";0;0;"";"2015-02-06 17:57:03"
754741;"geek";"";"";0;"0";"";"";0;0;"";"2015-02-05 11:31:34"
754761;"kengao";"";"????";0;"0";"";"";0;0;"";"2015-03-12 22:38:54"
754797;"Aurora";"";"Dawn Burton";0;"0";"";"";0;0;"";"2015-03-16 15:34:56"
754807;"glif";"";"glif";0;"0";"";"";0;0;"";"2015-02-06 22:20:39"
754897;"wallstreet";"";"";0;"0";"";"";0;0;"";"2015-02-05 14:34:24"
754908;"nito";"";"";0;"0";"";"";0;0;"";"2015-02-04 03:16:59"
754917;"justinb";"";"Justin Barsotti";0;"0";"";"";0;0;"";"2015-02-08 00:10:23"
754925;"weesimon";"";"";0;"0";"";"";0;0;"";"2015-02-04 11:17:36"
754957;"kulturhack";"";"";0;"0";"";"";0;0;"";"2015-03-07 12:50:00"
754973;"oso";"";"David Sasaki";0;"0";"";"";0;0;"";"2015-02-06 18:09:13"
754989;"berkod";"";"";0;"0";"";"";0;0;"";"2015-03-12 09:48:45"
755060;"foo";"";"Stuart Moorfoot";0;"0";"";"";0;0;"";"2015-02-05 19:23:24"
755068;"justintv";"";"Justin.tv";0;"0";"";"";0;0;"";"2015-02-04 03:52:33"
755113;"ShaunKing";"";"";0;"0";"";"";0;0;"";"2015-02-04 10:57:50"
755241;"sd";"";"";0;"0";"";"";0;0;"";"2015-02-11 13:15:01"
755279;"nige";"";"nige";0;"0";"";"";0;0;"";"2015-02-05 23:50:01"
755292;"LivePaola";"";"";0;"0";"";"";0;0;"";"2015-02-06 16:13:35"
755294;"webby2001";"";"Tom Webster";0;"0";"";"";0;0;"";"2015-03-18 20:07:26"
755299;"brew";"";"Brook Elgie";0;"0";"";"";0;0;"";"2015-02-16 21:54:27"
755346;"johnantoni";"";"";0;"0";"";"";0;0;"";"2015-02-17 07:22:07"
755431;"pvponline";"";"";0;"0";"";"";0;0;"";"2015-02-04 10:57:12"
755441;"Havana";"";"Francesco";0;"0";"";"";0;0;"";"2015-02-24 12:02:01"
755452;"armano";"";"";0;"0";"";"";0;0;"";"2015-02-04 10:21:56"
755470;"waldo";"";"Simon Waldman";0;"0";"";"";0;0;"";"2015-02-09 02:28:31"
755485;"onebrightlight";"";"";0;"0";"";"";0;0;"";"2015-02-06 01:37:39"
755563;"cd";"";"Carlos Duarte";0;"0";"";"";0;0;"";"2015-02-11 15:26:45"
755574;"critic";"";"";0;"0";"";"";0;0;"";"2015-03-15 11:46:28"
755648;"se";"";"Sven Ellingen";0;"0";"";"";0;0;"";"2015-02-04 14:50:17"
755683;"itza11hYp3";"";"";0;"0";"";"";0;0;"";"2015-02-04 20:41:54"
755692;"amboy00";"";"Chris Williams";0;"0";"";"";0;0;"";"2015-02-04 09:38:44"
755718;"RAT";"";"RAT";0;"0";"";"";0;0;"";"2015-02-06 15:00:51"
755746;"sarahdoherty";"";"";0;"0";"";"";0;0;"";"2015-02-07 18:05:44"
755756;"moth";"";"";0;"0";"";"";0;0;"";"2015-02-05 23:11:06"
755859;"mattgemmell";"";"";0;"0";"";"";0;0;"";"2015-03-15 18:43:30"
756004;"JoeyG";"";"Joey Groah";0;"0";"";"";0;0;"";"2015-02-06 01:09:12"
756018;"jdcoffman";"";"";0;"0";"";"";0;0;"";"2015-02-15 00:43:12"
756034;"justdevin";"";"Devin Pike";0;"0";"";"";0;0;"";"2015-02-04 09:38:44"
756067;"santamistura";"";"patricia miranda";0;"0";"";"";0;0;"";"2015-02-05 11:24:00"
756083;"ljc";"";"";0;"0";"";"";0;0;"";"2015-02-06 19:43:59"
